experiment_id,model,method,policy,round,labeled_count,unlabeled_count,train_seconds,query_seconds,test_eval_seconds,modelled_total_seconds,logged_round_seconds,train_share,query_share,eval_share
densenet169_entropy_dual_metric,densenet169,entropy,dual_metric,13,4954,3156,25892.977390176537,459.4982358820763,277.35347635942105,26629.829102418036,942.6522817611694,0.9723298369881543,0.017255020079732807,0.010415142932112804
densenet169_entropy_dual_metric,densenet169,entropy,dual_metric,14,5110,3000,26708.33961723902,436.78582521957253,277.35347635942105,27422.478918818015,956.0675246715546,0.9739578867507512,0.01592802118702109,0.010114092062227603
densenet169_entropy_dual_metric,densenet169,entropy,dual_metric,15,5263,2847,27508.021801473376,414.51019168519383,277.35347635942105,28199.88546951799,1003.6507182121276,0.9754657277316793,0.014699002665569297,0.009835269602751395
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,1,1560,6550,8153.622270624827,953.634904974575,277.35347635942105,9384.610651958825,219.39917469024655,0.8688290407575879,0.10161688538197643,0.02955407386043552
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,2,2061,6049,10772.189422921647,880.6931245776879,277.35347635942105,11930.236023858757,397.1386668682098,0.9029317945913908,0.07382025995264706,0.023247945455961976
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,3,2466,5644,12888.995204718478,821.7282122808031,277.35347635942105,13988.076893358702,495.1757748126984,0.9214272485761035,0.05874490242979329,0.019827848994103236
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,4,2800,5310,14634.706639583024,773.1003586828783,277.35347635942105,15685.160474625325,557.4492194652557,0.933028811739499,0.04928864833315297,0.017682539927347876
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,5,3198,4912,16714.9256547809,715.1545930182854,277.35347635942105,17707.433724158604,610.8116030693054,0.9439496380537848,0.040387252278266936,0.015663109667948222
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,6,3484,4626,18209.756404395448,673.5151734703618,277.35347635942105,19160.62505422523,683.323588848114,0.9503738188530493,0.03515100220187445,0.014475178945076224
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,7,3708,4402,19380.53293556209,640.902481237023,277.35347635942105,20298.788893158533,732.5062985420227,0.954763017516482,0.03157343448470621,0.013663547998811879
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,8,3898,4212,20373.602314676653,613.2399297891018,277.35347635942105,21264.195720825177,766.541698217392,0.9581177008601215,0.028839084150665655,0.013043214989212773
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,9,4074,4036,21293.4981605933,587.6156716057642,277.35347635942105,22158.467308558484,806.5593984127045,0.9609643963221636,0.026518786855749883,0.01251681682208661
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,10,4224,3886,22077.500301999535,565.7768151995106,277.35347635942105,22920.630593558468,849.8974561691284,0.9632152227174813,0.024684173190178915,0.012100604092339741
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,11,4374,3736,22861.502443405767,543.9379587932569,277.35347635942105,23682.793878558445,919.477341413498,0.9653211762360417,0.022967643158255873,0.011711180605702394
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,12,4524,3586,23645.504584812,522.0991023870033,277.35347635942105,24444.957163558425,924.5788352489471,0.9672958077448294,0.021358151658589446,0.011346040596581149
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,13,4674,3436,24429.506726218235,500.26024598074974,277.35347635942105,25207.120448558406,964.5607578754424,0.9691510292130713,0.019845989429917592,0.011002981357011086
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,14,4824,3286,25213.508867624467,478.4213895744961,277.35347635942105,25969.283733558386,998.5062038898468,0.9708973542093777,0.018422587025619958,0.010680058765002267
densenet169_entropy_uncertainty_only,densenet169,entropy,uncertainty_only,15,4974,3136,25997.5110090307,456.5825331682425,277.35347635942105,26731.447018558363,991.5108857154846,0.9725440972567581,0.017080352322538288,0.010375550420703669
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,1,1679,6431,8775.597302807106,936.3132674186138,277.35347635942105,9989.264046585142,215.3583378791809,0.8785028868875548,0.09373195693417426,0.027765156178270724
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,2,2384,5726,12460.407367416403,833.6706423092218,277.35347635942105,13571.431486085046,430.26752495765686,0.9181350825218556,0.06142834992491355,0.02043656755323084
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,3,2864,5246,14969.21421991635,763.7863018092102,277.35347635942105,16010.353998084982,554.4377839565277,0.9349708458480578,0.04770577227090467,0.01732338188103746
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,4,3335,4775,17430.98094393192,695.2122926935738,277.35347635942105,18403.546712984917,635.8127400875092,0.947153351241433,0.037775995221782745,0.01507065353678429
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,5,3639,4471,19019.891950515223,650.9522103768998,277.35347635942105,19948.197637251546,717.5397815704346,0.953464182397973,0.03263213159475132,0.013903686007275528
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,6,3878,4232,20269.068695822487,616.1556325029356,277.35347635942105,21162.577804684843,767.303998708725,0.9577788151751269,0.02911533926488553,0.013105845559987603
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,7,4075,4035,21298.724841536008,587.4739344227226,277.35347635942105,22163.552252318153,818.3820586204529,0.9609797472473444,0.026506307641243603,0.012513945111411994
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,8,4229,3881,22103.633706713073,565.0527085123022,277.35347635942105,22946.039891584798,855.1582338809967,0.9632875132767171,0.02462528223528143,0.012087204488001319
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,9,4386,3724,22924.222614718266,542.1947054737567,277.35347635942105,23743.770796551446,883.3938341140747,0.9654836551087239,0.022835240034936036,0.011681104856340004
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,10,4542,3568,23739.584841780747,519.4822948112529,277.35347635942105,24536.42061295142,898.6020250320435,0.9675243678065223,0.021171885785860996,0.011303746407616663
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,11,4699,3411,24560.17374978594,496.62429177270747,277.35347635942105,25334.151517918068,922.131936788559,0.9694492326855818,0.01960295735270472,0.010947809961713439
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,12,4851,3259,25354.62925307759,474.49425061437046,277.35347635942105,26106.476980051382,945.4928522109984,0.9712007205128329,0.018175345948706272,0.010623933538460736
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,13,5008,3102,26175.21816108278,451.636247575825,277.35347635942105,26904.207885018026,978.043559551239,0.9729042487684169,0.016786825670765233,0.010308925560817908
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,14,5159,2951,26964.44698343172,429.6517987935297,277.35347635942105,27671.45225858467,1001.420793056488,0.9744500119275954,0.01552689735177294,0.010023090720631626
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,15,5312,2798,27764.12916766608,407.376165259151,277.35347635942105,28448.85880928465,1047.0427429676056,0.9759312088330552,0.01431959601578811,0.009749195151156754
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,1,1460,6650,7630.9541763540055,968.194142578744,277.35347635942105,8876.501795292172,212.17120265960693,0.859680350698654,0.10907384067586681,0.031245808625479123
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,2,1971,6139,10301.788138077907,893.79643842144,277.35347635942105,11472.938052858768,376.8444602489472,0.8979206625726495,0.07790475589630927,0.024174581531041347
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,3,2522,5588,13181.689337510137,813.5750392224684,277.35347635942105,14272.617853092028,457.3616626262665,0.9235649320390407,0.057002509812607016,0.019432558148352232
