experiment_id,model,method,policy,target,target_name,kind,n_positive,prevalence,auc,auc_ci_low,auc_ci_high,pr_auc
densenet169_margin_dual_metric,densenet169,margin,dual_metric,df,Dermatofibroma,class_probability,9,0.004724409448818898,0.9991209563994374,0.9968371112282551,1.0,0.9305555555555556
densenet169_margin_dual_metric,densenet169,margin,dual_metric,mel,Melanoma,class_probability,209,0.10971128608923884,0.9486181953597544,0.9310943804020264,0.9634857457000895,0.8100939519296378
densenet169_margin_dual_metric,densenet169,margin,dual_metric,nv,Melanocytic Nevi,class_probability,1327,0.6965879265091863,0.9718026977624686,0.9641229518091023,0.9784939466164556,0.9858337002326011
densenet169_margin_dual_metric,densenet169,margin,dual_metric,vasc,Vascular Lesions,class_probability,14,0.007349081364829396,0.9788471708090957,0.9428700549811135,1.0,0.8600615216701804
densenet169_margin_dual_metric,densenet169,margin,dual_metric,malignant,Malignant (risk head),risk_head,349,0.18320209973753282,0.953749604083647,0.9410561952003529,0.9644740383737148,0.8752845852959468
densenet169_margin_dual_metric,densenet169,margin,dual_metric,malignant,Malignant (summed class probs),summed_class_probs,349,0.18320209973753282,0.9561398339729378,0.943479807563445,0.9667485865221418,0.8785640328745732
densenet169_margin_uncertainty_only,densenet169,margin,uncertainty_only,akiec,Actinic Keratoses,class_probability,51,0.026771653543307086,0.9754743321276731,0.9598778643258822,0.9885772139641997,0.7292719632347748
densenet169_margin_uncertainty_only,densenet169,margin,uncertainty_only,bcc,Basal Cell Carcinoma,class_probability,89,0.046719160104986876,0.9957493936544077,0.9929225435847354,0.9979913646580075,0.9253459835881948
densenet169_margin_uncertainty_only,densenet169,margin,uncertainty_only,bkl,Benign Keratosis,class_probability,206,0.10813648293963254,0.9715795127916479,0.9602314552001966,0.9806410041615914,0.8527821671205034
densenet169_margin_uncertainty_only,densenet169,margin,uncertainty_only,df,Dermatofibroma,class_probability,9,0.004724409448818898,0.9899789029535865,0.9654035263114121,1.0,0.8944444444444444
densenet169_margin_uncertainty_only,densenet169,margin,uncertainty_only,mel,Melanoma,class_probability,209,0.10971128608923884,0.948203484698023,0.9327885818326657,0.9616296632840416,0.7827066914402707
densenet169_margin_uncertainty_only,densenet169,margin,uncertainty_only,nv,Melanocytic Nevi,class_probability,1327,0.6965879265091863,0.971308568642227,0.9636260303484984,0.9780326084191405,0.9857693945571797
densenet169_margin_uncertainty_only,densenet169,margin,uncertainty_only,vasc,Vascular Lesions,class_probability,14,0.007349081364829396,0.9986024023570296,0.9952355743779777,1.0,0.9481792717086834
densenet169_margin_uncertainty_only,densenet169,margin,uncertainty_only,malignant,Malignant (risk head),risk_head,349,0.18320209973753282,0.9566683362674111,0.9458889815401861,0.966410676192011,0.8667451099056734
