experiment_id,model,method,policy,target,target_name,kind,n_positive,prevalence,auc,auc_ci_low,auc_ci_high,pr_auc
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,akiec,Actinic Keratoses,class_probability,51,0.026771653543307086,0.9765636567464094,0.9608299191374663,0.9893958366690909,0.741206924957678
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,bcc,Basal Cell Carcinoma,class_probability,89,0.046719160104986876,0.9952296688610602,0.990645041065011,0.9985380491315918,0.9507228412106544
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,bkl,Benign Keratosis,class_probability,206,0.10813648293963254,0.9769410332748562,0.9670781553710278,0.9847386593495,0.8648315985419205
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,df,Dermatofibroma,class_probability,9,0.004724409448818898,0.9964252226910455,0.9873549439995379,1.0,0.9031746031746031
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,mel,Melanoma,class_probability,209,0.10971128608923884,0.953865554753092,0.9382169083673293,0.9666576331194321,0.8166852211767616
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,nv,Melanocytic Nevi,class_probability,1327,0.6965879265091863,0.9771670625783893,0.9700472545972602,0.9831772002724323,0.9892410773394023
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,vasc,Vascular Lesions,class_probability,14,0.007349081364829396,0.9955427967062023,0.9877615477534605,1.0,0.8636675824175823
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,malignant,Malignant (risk head),risk_head,349,0.18320209973753282,0.9635517563954302,0.953359511999344,0.9720814492269263,0.8942042235882025
densenet169_least_confidence_dual_metric,densenet169,least_confidence,dual_metric,malignant,Malignant (summed class probs),summed_class_probs,349,0.18320209973753282,0.962299555837096,0.9515165808598524,0.9714148686394005,0.8930435570018069
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,akiec,Actinic Keratoses,class_probability,51,0.026771653543307086,0.9551578991898809,0.92666988499735,0.9795954256538801,0.6634719359747459
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,bcc,Basal Cell Carcinoma,class_probability,89,0.046719160104986876,0.9942613720734544,0.9900172260503994,0.997390438551156,0.915817596341742
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,bkl,Benign Keratosis,class_probability,206,0.10813648293963254,0.9747681388823808,0.9654251452315781,0.9829141659375658,0.8609784954005391
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,df,Dermatofibroma,class_probability,9,0.004724409448818898,0.9975972808251289,0.9917328172448903,1.0,0.8969513731418493
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,mel,Melanoma,class_probability,209,0.10971128608923884,0.9526383497336824,0.9383631259170355,0.9652514403565134,0.7995457794697959
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,nv,Melanocytic Nevi,class_probability,1327,0.6965879265091863,0.9731129873821065,0.9663731269415184,0.9792637360050099,0.9880278827660193
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,vasc,Vascular Lesions,class_probability,14,0.007349081364829396,0.9929742388758782,0.9790509458139123,1.0,0.8872932330827067
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,malignant,Malignant (risk head),risk_head,349,0.18320209973753282,0.9568156539801563,0.9457654936900624,0.9667559659767851,0.8698320334711036
densenet169_least_confidence_uncertainty_only,densenet169,least_confidence,uncertainty_only,malignant,Malignant (summed class probs),summed_class_probs,349,0.18320209973753282,0.9577419140990417,0.9470717546688244,0.967398521925711,0.8703392410255018
densenet169_margin_dual_metric,densenet169,margin,dual_metric,akiec,Actinic Keratoses,class_probability,51,0.026771653543307086,0.9507159929775578,0.9159732846843294,0.9782928908534382,0.7130004253428409
densenet169_margin_dual_metric,densenet169,margin,dual_metric,bcc,Basal Cell Carcinoma,class_probability,89,0.046719160104986876,0.9947532544671583,0.9891464571852195,0.9984152735861299,0.9443935767728352
densenet169_margin_dual_metric,densenet169,margin,dual_metric,bkl,Benign Keratosis,class_probability,206,0.10813648293963254,0.9711137905221232,0.9601004221984165,0.9802868627760789,0.8451194102836103
