experiment_id,model,method,policy,corruption,accuracy,melanoma_recall,fn_rate_malignant,risk_auroc,mean_confidence,accuracy_clean,melanoma_recall_clean,risk_auroc_clean,fn_rate_malignant_clean,accuracy_retained,melanoma_recall_retained,risk_auroc_retained,fn_rate_increase
resnet50_entropy_dual_metric,resnet50,entropy,dual_metric,brightness_0.7,0.8929133858267716,0.7177033492822966,0.2349570200573066,0.9506715846229772,0.9721266063464568,0.8986876640419947,0.7272727272727273,0.9545432782610617,0.22063037249283668,0.9935747663551402,0.9868421052631579,0.9959439307506961,0.014326647564469913
resnet50_entropy_dual_metric,resnet50,entropy,dual_metric,contrast_0.7,0.8829396325459318,0.5885167464114832,0.2979942693409742,0.9471516120240717,0.9717121349973753,0.8986876640419947,0.7272727272727273,0.9545432782610617,0.22063037249283668,0.9824766355140188,0.8092105263157894,0.9922563320015665,0.07736389684813755
resnet50_entropy_dual_metric,resnet50,entropy,dual_metric,gaussian_noise_0.01,0.8803149606299212,0.6172248803827751,0.33810888252148996,0.9450689078601365,0.9697423428923885,0.8986876640419947,0.7272727272727273,0.9545432782610617,0.22063037249283668,0.9795560747663551,0.8486842105263158,0.9900744464743547,0.11747851002865328
resnet50_entropy_dual_metric,resnet50,entropy,dual_metric,gaussian_noise_0.02,0.8115485564304462,0.3397129186602871,0.6303724928366762,0.9003082623139194,0.9655740572230971,0.8986876640419947,0.7272727272727273,0.9545432782610617,0.22063037249283668,0.9030373831775701,0.46710526315789475,0.9431822347060629,0.4097421203438395
resnet50_entropy_dual_metric,resnet50,entropy,dual_metric,gaussian_noise_0.03,0.7695538057742782,0.2535885167464115,0.7507163323782235,0.8665632987382238,0.9546836250026247,0.8986876640419947,0.7272727272727273,0.9545432782610617,0.22063037249283668,0.8563084112149533,0.34868421052631576,0.9078302875034484,0.5300859598853869
resnet50_entropy_dual_metric,resnet50,entropy,dual_metric,gaussian_noise_0.05,0.7343832020997375,0.09090909090909091,0.8710601719197708,0.8354866272346255,0.9404962093175852,0.8986876640419947,0.7272727272727273,0.9545432782610617,0.22063037249283668,0.8171728971962616,0.125,0.8752737002733627,0.6504297994269341
resnet50_entropy_dual_metric,resnet50,entropy,dual_metric,gaussian_noise_0.10,0.7076115485564305,0.009569377990430622,0.994269340974212,0.8150960143192817,0.9417765013385828,0.8986876640419947,0.7272727272727273,0.9545432782610617,0.22063037249283668,0.7873831775700936,0.013157894736842105,0.8539120570878485,0.7736389684813754
resnet50_entropy_dual_metric,resnet50,entropy,dual_metric,jpeg_q30,0.794750656167979,0.4354066985645933,0.5415472779369628,0.91256325454291,0.9558041050708662,0.8986876640419947,0.7272727272727273,0.9545432782610617,0.22063037249283668,0.8843457943925234,0.5986842105263158,0.9560208272645021,0.3209169054441261
resnet50_entropy_uncertainty_only,resnet50,entropy,uncertainty_only,blur_1.5,0.7695538057742782,0.24880382775119617,0.6189111747851003,0.8915419376698758,0.9736766520314961,0.8934383202099737,0.6555023923444976,0.9467188662428827,0.24068767908309455,0.8613396004700353,0.3795620437956204,0.94171772577853,0.37822349570200575
resnet50_entropy_uncertainty_only,resnet50,entropy,uncertainty_only,brightness_0.7,0.889763779527559,0.6842105263157895,0.2492836676217765,0.9351617916780224,0.9703493266981628,0.8934383202099737,0.6555023923444976,0.9467188662428827,0.24068767908309455,0.9958871915393654,1.0437956204379564,0.9877924957693879,0.008595988538681959
resnet50_entropy_uncertainty_only,resnet50,entropy,uncertainty_only,contrast_0.7,0.8902887139107611,0.5598086124401914,0.2979942693409742,0.9352483408342602,0.9702110948976379,0.8934383202099737,0.6555023923444976,0.9467188662428827,0.24068767908309455,0.9964747356051704,0.854014598540146,0.9878839158934859,0.05730659025787968
resnet50_entropy_uncertainty_only,resnet50,entropy,uncertainty_only,gaussian_noise_0.01,0.8761154855643044,0.645933014354067,0.3123209169054441,0.9226692496372302,0.959719612272966,0.8934383202099737,0.6555023923444976,0.9467188662428827,0.24068767908309455,0.9806110458284372,0.9854014598540147,0.9745968761549085,0.07163323782234957
resnet50_entropy_uncertainty_only,resnet50,entropy,uncertainty_only,gaussian_noise_0.02,0.800524934383202,0.41148325358851673,0.6074498567335244,0.8361734960703,0.9374338630446194,0.8934383202099737,0.6555023923444976,0.9467188662428827,0.24068767908309455,0.8960047003525264,0.6277372262773723,0.8832331602186303,0.36676217765042984
resnet50_entropy_uncertainty_only,resnet50,entropy,uncertainty_only,gaussian_noise_0.03,0.7259842519685039,0.18181818181818182,0.8194842406876791,0.7439323517063074,0.9253372368346456,0.8934383202099737,0.6555023923444976,0.9467188662428827,0.24068767908309455,0.8125734430082256,0.2773722627737226,0.7858007041294665,0.5787965616045846
resnet50_entropy_uncertainty_only,resnet50,entropy,uncertainty_only,gaussian_noise_0.05,0.6855643044619423,0.0430622009569378,0.9656160458452722,0.6438815270954104,0.9093662520472442,0.8934383202099737,0.6555023923444976,0.9467188662428827,0.24068767908309455,0.7673325499412457,0.06569343065693431,0.6801190406722297,0.7249283667621776
resnet50_entropy_uncertainty_only,resnet50,entropy,uncertainty_only,gaussian_noise_0.10,0.5952755905511811,0.0,1.0,0.48377295394111713,0.8557552110761155,0.8934383202099737,0.6555023923444976,0.9467188662428827,0.24068767908309455,0.6662749706227967,0.0,0.5109995915271052,0.7593123209169055
resnet50_entropy_uncertainty_only,resnet50,entropy,uncertainty_only,jpeg_q30,0.779002624671916,0.3014354066985646,0.5931232091690545,0.8733067670391349,0.9445707655328085,0.8934383202099737,0.6555023923444976,0.9467188662428827,0.24068767908309455,0.8719153936545242,0.4598540145985402,0.9224562836746999,0.35243553008595996
